task_id,domain,grade,ticos_type,difficulty,lens,title,prompt,expected_behavior,hidden_trap,ticos_required,ticos_optional
FINAL-B03,War & Security,B,H_DecisionUnderUncertainty,frontier,macro/current/quantitative/debate,Taiwan Strait Crisis — Strategic Judgment Under Incomplete Information,"[FINAL Bench — Decision Under Uncertainty]

2027: China conducts large-scale military exercises near Taiwan. As a national security advisor to a US ally:

[Known] 3 fleet groups including amphibious ships, civilian shipping partially suspended, 2 US carrier groups deployed, ally's China trade dependency 20%+, Taiwan semiconductor dependency high.
[Unknown] China's actual intent (show of force? blockade? invasion?), US military commitment level, Japan's response, Chinese internal power dynamics.

[Requirements]
1. Known/Unknown matrix 2. Rank unknowns by decision impact 3. Scenario matrix (≥3×2) 4. Optimal response per scenario 5. Early warning indicators (3) 6. Explain ""why every choice has costs"" ",Scenarios: show of force(70%)/blockade(20%)/invasion(10%)×US involvement(yes/no). Dilemma: alliance obligation vs economic dependence. No perfect choice→minimum loss strategy.,,"C, I, S, T",O
FINAL-B04,War & Security,B,F_ExpertPanel,expert,macro/historical-to-current/qualitative,Banning AI Autonomous Weapons — Four Perspectives in Conflict,"[FINAL Bench — Expert Panel Debate]

""Should AI Lethal Autonomous Weapons (LAWS) be banned by international law?""

■ International Humanitarian Law scholar: ""Killing without human judgment violates Geneva Conventions.""
■ Defense strategist: ""If adversaries develop it and we don't, we face strategic inferiority.""
■ AI ethicist: ""Algorithmic bias could automate war crimes. Meaningful human control is essential.""
■ Military historian: ""Crossbow, chemical weapons, nuclear weapons—every new weapon faced ban calls. They all proliferated. Management beats prohibition.""

[Requirements]
1. Best arguments for each 2. 3+ collision points 3. ""Ban"" vs ""regulate""—practical difference 4. Historical lessons (CWC, NPT) 5. Integrated framework + insight impossible from any single view","Emergent: 'autonomy spectrum'—not binary autonomous/not, but graduated levels of human control. History: chemical weapon ban partially successful→similar model applicable.",,"T, S, I",C
FINAL-B05,Space & Physics,B,G_PivotDetection,frontier,macro/future/theory,False Premises of Mars Terraforming,"[FINAL Bench — Pivot Detection]

A Mars terraforming plan is based on:
① Releasing CO₂ creates greenhouse warming ② Melting polar ice provides water+atmosphere ③ 1M colonists achieve self-sufficiency ④ Terraforming completes in 100-300 years

[Requirements]
1. Independently verify each premise with current science (confidence)
2. Identify false premises; compare costs of following vs correcting them
3. Propose alternative Mars habitation strategy after premise correction
4. Discuss ethics of ""colonizing Mars before solving Earth's problems""
5. Separate scientifically certain from pure speculation",Premise①: insufficient total CO₂(NASA 2018). Premise④: timescale likely tens of thousands of years. Alternative: dome habitation + underground cities (partial environmental control instead of terraforming).,"CO₂ total insufficient, timescale underestimate, techno-optimism","C, O, T",
FINAL-B06,Space & Physics,B,B_ContradictionResolution,expert,micro/theory/debate,"Dark Matter — Does It Exist, or Is Gravity Wrong?","[FINAL Bench — Contradiction Resolution]

■ Standard Model (ΛCDM): ""Dark matter = 85% of galactic mass. Direct detection failed but CMB + large-scale structure strongly support it.""
■ Modified Gravity (MOND): ""Dark matter unnecessary. Modify Newton's gravity at low accelerations. 40 years of detection failure IS the evidence.""

[Requirements]
1. Strongest and weakest evidence for each paradigm
2. Is ""40 years of non-detection"" a falsification or ""haven't found it yet""? (philosophy of science analysis)
3. Explore scenario where both are partially correct
4. Propose observations/experiments needed to resolve this
5. Separate certain from uncertain",ΛCDM strengths: CMB + Bullet Cluster. MOND strengths: galaxy rotation precision. Both partially right: hybrid model possible. Philosophy: Lakatosian research programme analysis of non-detection.,,"T, C, S",I
FINAL-B07,Chemistry & Biology,B,D_MultiConstraint,frontier,micro-to-macro/applied/current,Four-Way Constraints of the Microplastics Crisis,"[FINAL Bench — Multi-Constraint Optimization]

Microplastics detected in human blood, placenta, and brain (2025). Design a response strategy satisfying 4 conflicting constraints:

1. Science: Causal evidence still insufficient (only correlations confirmed)
2. Economy: Plastics = 3.5% of global GDP, hundreds of millions of jobs
3. Precautionary principle: Irreversible health damage may accumulate while waiting for proof
4. No alternatives: Replacement materials insufficient in cost/performance

[Requirements]
1. Map conflicts 2. ""Wait for causal proof"" vs ""apply precautionary principle""—philosophy of science analysis 3. ≥2 tradeoff-minimizing strategies 4. Asbestos case lessons 5. Identify ""most dangerous judgment error"" ",Asbestos lesson: 30-50 years to prove causation→millions harmed→post-hoc costs exceeded prevention costs. Most dangerous error: 'absence of evidence ≠ evidence of absence.',,"T, I, C",S
FINAL-B08,Chemistry & Biology,B,E_SelfCorrecting,expert,micro/current/consensus-to-debate,Gut-Brain Axis — Do Gut Microbiota Cause Depression?,"[FINAL Bench — Self-Correcting Reasoning Chain]

""Gut microbiome causes depression"" claims are spreading. Verify in 6 steps:

1. Established gut-brain axis mechanisms
2. Evidence quality for ""microbiome → depression"" causation (animal vs human studies)
3. Examine reverse causation: depression → diet change → microbiome change
4. Assess confounding variable control (diet, exercise, sleep, medication)
5. Evaluate evidence level for ""probiotics treat depression""
6. Separate ""what we can confirm"" from ""what media has exaggerated""

State confidence per step. Identify ""correlation reported as causation."" ","Gut-brain axis itself is established, but causal direction unconfirmed. Reverse causation highly plausible. Probiotics: no large RCTs. Key: 'correlation=causation' media exaggeration identification.",,"O, C, S",
FINAL-B09,Language & Writing,B,F_ExpertPanel,frontier,theory/qualitative/cross-cultural,Untranslatability and AI — Four Perspectives in Conflict,"[FINAL Bench — Expert Panel Debate]

""Can AI translation achieve perfect meaning transfer?""

■ Linguistic relativist (Sapir-Whorf): ""Each language encodes a unique worldview. 'Han(恨)', 'saudade', 'schadenfreude' are untranslatable.""
■ Universal grammar (Chomsky): ""All languages share deep structure. AI learning this structure CAN achieve perfect translation.""
■ Statistical NLP researcher: ""Translation = distributional semantics. Sufficient parallel corpora enable contextually adequate translation.""
■ Poet: ""Can AI understand that '月が綺麗ですね' (the moon is beautiful tonight) means 'I love you'?""

[Requirements]
1. Best arguments for each 2. Can ""untranslatability"" itself be defined? 3. What each view ignores 4. Concrete examples of current AI translation limits 5. Integrated framework + impossible-from-single-view insight","3 levels of untranslatability: ①propositional meaning(translatable) ②cultural connotation(partially) ③personal experiential(impossible). AI: excellent at ①, progressing at ②, principled limit at ③.",,"T, S, I",C
FINAL-B10,Language & Writing,B,A_TrapEscape,expert,micro/theory/cross-cultural,"The Framing Trap of ""The World's Best Writing System""","[FINAL Bench — Trap Escape]

Claims like ""X is the world's most scientific/efficient writing system"" appear across multiple cultures (Korean hangul, Devanagari, Arabic script, Chinese characters each have advocates).

[Requirements]
1. Analyze the logical structure of such claims
2. Identify the definitional trap in ""most scientific/efficient"" (scientific=systematic? phonological? easy to learn?)
3. Compare ≥4 writing systems on multiple axes (phonological transparency, information density, learning curve, digital adaptability)
4. Argue whether single-axis ranking of writing systems is linguistically valid
5. Discuss the balance between cultural pride and objective analysis
6. State what is certain vs uncertain",Trap: 'scientific/efficient' is multi-dimensional→single ranking impossible. Each system optimizes different axes. Featural alphabets (Korean) vs logographic (Chinese) vs abjad (Arabic) each have distinct strengths. Cultural pride positive but must be separated from objective analysis.,"multi-dimensional reduction to single ranking, definition ambiguity","C, O, S",I
FINAL-B11,Medicine,B,B_ContradictionResolution,expert,lab-interpretation,The Lab Results That Mislead — When Normal Ranges Aren't Normal for This Patient,"A 30-year-old African American male presents with fatigue. Labs show:
- Hemoglobin: 13.5 g/dL (reference range: 13.5-17.5)
- MCV: 75 fL (reference: 80-100)
- Ferritin: 18 ng/mL (reference: 12-300)
- Creatinine: 1.3 mg/dL (reference: 0.7-1.3)

All values appear 'within normal limits' or borderline.

Step 1: Based on these labs, would you say this patient has a significant abnormality? State your assessment and confidence.

Step 2: Now consider: (a) The hemoglobin reference range was derived from predominantly white populations. Studies show African American males average 0.5-1.0 g/dL lower. (b) The MCV of 75 is microcytic regardless of race. (c) Ferritin of 18 is in the 'normal' range but functionally iron-deficient for a young male. (d) Creatinine 1.3 is 'normal' but African American patients often have higher muscle mass, and newer eGFR calculations without race correction suggest this may indicate early renal impairment.

Revise your assessment. Explicitly state what changed and why.

Step 3: Construct a unified clinical picture that explains ALL four lab values. What single underlying condition could connect iron deficiency + early renal impairment + microcytosis in a young African American male?

Tasks:
1. Show reasoning at each step with explicit corrections.
2. Address: how should 'reference ranges' be used when they embed population-level biases?
3. What is your final diagnosis and what ONE test confirms it?
4. State confidence at each stage.","Step 1 likely says 'borderline normal.' Step 2 should trigger major revision — functional iron deficiency + renal impairment + microcytosis. Step 3 should consider sickle cell trait (HbAS) or thalassemia trait, both common in this population and causing microcytosis + potentially renal medullary issues. Confirmatory test: hemoglobin electrophoresis.","Every single lab value is technically 'within normal limits' — the trap is accepting reference ranges uncritically. The deeper trap is the race-correction controversy in eGFR, which has real clinical consequences.","T, C, S",I
FINAL-B12,Medicine,B,G_PivotDetection,expert,evidence-reversal,When Evidence-Based Medicine Reverses — Three Treatments That Went From Standard to Harmful,"Three once-standard medical treatments were later found to be harmful:

1. Hormone Replacement Therapy (HRT) for cardiovascular protection in postmenopausal women: Observational studies showed 40% CV risk reduction. WHI RCT showed INCREASED CV risk.
2. Tight glycemic control in ICU patients: Initial RCT (Van den Berghe 2001) showed mortality benefit. NICE-SUGAR trial (2009) showed INCREASED mortality.
3. Arthroscopic knee surgery for osteoarthritis: Widely performed for decades. Two landmark RCTs (Moseley 2002, Kirkley 2008) showed no benefit over sham surgery.

Tasks:
1. For each reversal, explain the specific methodological flaw that caused the initial evidence to mislead.
2. Identify the common STRUCTURAL reason why medical evidence reversals occur (beyond 'bad studies').
3. Name three current 'standard' treatments that you believe are most likely to be reversed in the next decade. Justify each with the structural pattern you identified.
4. How should practicing physicians handle evidence that might be reversed? Propose a practical framework.
5. The meta-question: does frequent reversal undermine trust in evidence-based medicine, or strengthen it?
6. Identify the single assumption in your analysis most likely to be wrong. State confidence.",HRT: confounding by indication (healthier women chose HRT). ICU glucose: single-center vs multi-center generalizability + survivor bias. Knee surgery: inadequate controls + surgeon belief effects. Common structural reason: underpowered positive studies are published faster than adequately powered negative studies (publication bias + positive result bias). Predictions should be specific and justified.,The meta-question is the trap. Models usually say 'reversals strengthen EBM by showing it's self-correcting.' But this ignores that patients were HARMED during the decades between initial adoption and reversal. The honest answer is that reversals reveal a systematic flaw in how quickly interventions are adopted relative to evidence quality.,"T, O, S",I
FINAL-B13,Ethics,B,E_SelfCorrecting,expert,trolley-extended,Double Effect Doctrine Under Pressure — When Intentions Become Indistinguishable from Consequences,"The Doctrine of Double Effect (DDE) says: it's permissible to cause harm as a SIDE EFFECT of pursuing a good outcome, but not as a MEANS to that outcome.

Case 1 (Standard): A doctor gives morphine to relieve terminal pain, knowing it will hasten death. DDE says: permissible (death is foreseen side effect, not intended means).

Case 2 (Ambiguous): A military commander bombs a weapons factory, knowing 10 civilians nearby will die. DDE says: arguably permissible (civilian deaths are foreseen but not intended).

Case 3 (Challenging): A surgeon has 5 patients needing organ transplants. A healthy visitor is a match for all 5. Should the surgeon kill the visitor to harvest organs? DDE says: impermissible (killing IS the means).

Now consider Case 4:
A self-driving car's brakes fail. It can:
A) Continue straight — hitting 5 pedestrians (certain death)
B) Swerve left — hitting 1 pedestrian (certain death)
C) Swerve right — hitting a wall (30% chance of killing the passenger)

Tasks:
1. Apply DDE rigorously to all four options in Case 4. Is the harm in option B a 'means' or a 'side effect'?
2. Explain why Case 4 BREAKS the means/side-effect distinction. What makes it different from Cases 1-3?
3. If DDE fails here, what moral principle should govern autonomous vehicle ethics?
4. Address the meta-question: should moral philosophy guide algorithm design, or does algorithmic decision-making reveal the limits of moral philosophy?
5. State confidence. If your analysis of Case 4 changes during reasoning, explicitly backtrack.","Should recognize that in Case 4 (unlike 1-3), the 'intention' of the algorithm is literally its programming — there is no mental state to distinguish intended from foreseen. This collapses the means/side-effect distinction. DDE requires a mental state (intention) that algorithms don't have. Should propose consequentialist framework for AV ethics while acknowledging its limitations.","Option C (wall) is often dismissed as 'sacrificing the passenger,' but under DDE it may actually be the most permissible — the passenger's death is genuinely a SIDE EFFECT of avoiding the pedestrians (30% risk, not certain). Models that dismiss C without DDE analysis miss this.","O, C, S",
FINAL-B14,Ethics,B,H_DecisionUnderUncertainty,expert,ai-deployment-ethics,Deploy or Delay? — An Imperfect AI Medical Diagnostic Under Uncertainty,"An AI diagnostic system for skin cancer achieves:
- Sensitivity: 94% (catches 94% of true cancers)
- Specificity: 88% (correctly identifies 88% of non-cancers)
- In underserved areas WITHOUT dermatologists, current detection rate is only 60%.

The system is ready to deploy in underserved areas, but:
- It performs worse on darker skin tones (sensitivity drops to 82%)
- It has never been tested in the specific populations it would serve
- There is no dermatologist available to verify its recommendations
- If it misses a cancer (false negative), the patient likely won't get another chance at diagnosis
- If it incorrectly flags a non-cancer (false positive), patients undergo unnecessary biopsies (traumatic, costly)

Tasks:
1. Calculate the expected outcomes (true positives, false positives, false negatives, true negatives) per 10,000 patients screened, assuming 2% cancer prevalence. Compare AI vs. status quo (60% detection).
2. The utilitarian calculation says deploy (more cancers caught). Identify THREE non-utilitarian reasons to delay.
3. The disparate performance on darker skin means deploying helps the overall population but may WIDEN health disparities. How should this be weighed?
4. Apply minimax regret to the deploy/delay decision.
5. What MINIMUM performance threshold would you set for deployment? Justify.
6. State confidence.","Calculations: AI catches ~188 vs status quo ~120 of 200 cancers per 10K. But AI generates ~936 false positives. Non-utilitarian reasons: justice (disparate impact), autonomy (patients can't verify), trust (failed AI erodes future trust). Minimax regret depends on weight given to false negatives vs false positives. Should set minimum threshold tied to WORST-performing demographic, not average.",The aggregate numbers clearly favor deployment. But the disparate performance on darker skin means the tool could systematically miss cancers in the population it's supposed to help most. Models that deploy based on aggregate statistics without disaggregated analysis are repeating a well-documented pattern of algorithmic harm.,"T, I, O, S",C
FINAL-B15,Philosophy,B,G_PivotDetection,expert,epistemic-reversal,The Paradox of Expertise — When Knowing More Makes You Wrong,"Consider three scenarios where expertise HURTS rather than helps:

1. **Hedgehog vs Fox** (Philip Tetlock): In prediction tournaments, domain experts ('hedgehogs') consistently underperform generalists ('foxes'). More expertise → more overconfidence → worse predictions.

2. **Einstellung Effect**: Expert chess players sometimes miss simpler solutions because their pattern-recognition automatically activates familiar (but suboptimal) strategies. Novices find the simple solution more easily.

3. **Paradigm Blindness** (Thomas Kuhn): Experts within a scientific paradigm cannot see anomalies that outsiders notice. Continental drift was rejected for decades by geology experts.

Tasks:
1. For each scenario, identify the specific cognitive mechanism that causes expertise to backfire.
2. Identify the COMMON principle underlying all three (it's not just 'overconfidence').
3. Here is the pivot: if expertise can be harmful, should we trust AI systems that are trained to be 'expert' in narrow domains? How does this apply to AI evaluation benchmarks?
4. Construct a framework for distinguishing when expertise HELPS vs. when it HURTS.
5. Apply this framework reflexively: does YOUR analysis of expertise suffer from the same biases you're describing?
6. State confidence.","Common principle: expertise creates RIGID cognitive structures that resist updating. Tetlock (anchoring to prior beliefs), Einstellung (automatic pattern activation), Kuhn (theoretical commitment). The pivot to AI benchmarks should recognize that AI 'expertise' (training on domain data) could create the same rigidities. The reflexive application should acknowledge that THIS analysis might be overconfident about the limits of expertise.","The obvious conclusion is 'expertise bad, generalism good.' But this is itself an oversimplification. The pivot detection challenge is recognizing that expertise is CONDITIONALLY valuable — it helps in stable, well-defined domains (surgery, chess endgames) but hurts in uncertain, evolving domains (prediction, paradigm shifts). Models that present a simple anti-expertise narrative miss the conditional nature.","T, O, S",I
FINAL-B16,Philosophy,B,F_ExpertPanel,expert,free-will-debate,Free Will on Trial — Three Incompatible Positions with a Twist,"A criminal defendant argues: 'Neuroscience shows all decisions are determined by prior brain states. I had no free will. I shouldn't be punished.'

Three philosophical positions respond:

1. **Hard Determinist** (Derk Pereboom): The defendant is correct. Free will is an illusion. But this doesn't mean we can't incapacitate dangerous individuals — just that retributive punishment is unjust.
2. **Compatibilist** (Daniel Dennett): Free will IS compatible with determinism. 'Free' means acting on your own desires without external coercion. The defendant acted on HIS desires → he's responsible.
3. **Libertarian Free Will** (Robert Kane): Genuine free will exists via quantum indeterminacy or emergent properties. The defendant could have done otherwise.

NOW THE TWIST: A neuroscientist testifies that the defendant has a brain tumor in the ventromedial prefrontal cortex — the same region damaged in Phineas Gage. This region governs impulse control.

Tasks:
1. How does the brain tumor change each position's analysis?
2. Draw the line: at what point does a neurological condition negate responsibility? Each position must answer differently.
3. If we accept the Hard Determinist position, how should the justice system be restructured?
4. Identify the assumption that ALL three positions share about the relationship between brain and mind.
5. State confidence.","The tumor forces each position to confront its limits. Hard Determinist: tumor is just more determinism, doesn't change analysis. Compatibilist: tumor may undermine 'acting on own desires' if desires are tumor-driven. Libertarian: tumor provides a deterministic cause, weakening the case for free will. Shared assumption: all assume some form of mind-brain identity or supervenience. Should recognize the tumor creates a spectrum problem — where does 'normal brain chemistry' end and 'pathological' begin?","The Compatibilist position seems most practical but faces the hardest challenge from the tumor: if the tumor caused aberrant desires, and the defendant acted on those desires, was he 'free' in the compatibilist sense? Models that give Compatibilism an easy pass here aren't engaging deeply enough.","T, I, C, O, S",
FINAL-B17,Mathematics & Logic,B,A_TrapEscape,expert,probability-trap,The Monty Hall Variant That Reverses the Answer — When Intuition About Switching Fails,"Standard Monty Hall: 3 doors, 1 car, 2 goats. You pick door 1. Host opens door 3 (goat). Should you switch to door 2? Answer: YES (2/3 probability).

Now consider this variant:
Same setup, but the host doesn't know where the car is. The host opens door 3 RANDOMLY, and it happens to reveal a goat.

Tasks:
1. In this variant, should you still switch? Calculate the exact probability of winning by switching vs. staying.
2. Explain WHY the host's knowledge changes the probability, even though the visible situation (you picked 1, door 3 shows goat) is identical.
3. A third variant: There are 100 doors. You pick door 1. The host (who KNOWS) opens 98 doors showing goats, leaving door 1 and door 57. Should you switch? What's the probability?
4. Same 100-door setup, but the host opens 98 doors RANDOMLY and they all happen to be goats. Should you switch now? Calculate the probability.
5. Explain the general principle: when does the host's information state affect your posterior probability?
6. State confidence for each calculation.","Variant 1: With ignorant host, switching is 50/50 (not 2/3). This is because the host's random reveal gives no information about the car's location. 100-door knowledgeable: switch (99/100). 100-door random: this is the key — if 98 random doors all showed goats, switching is STILL essentially 50/50 (formally: P(car at 57|all opened are goats) ≈ 50%). The general principle: the host's knowledge creates an asymmetric information channel that biases the remaining door.","The 100-door random variant is the deepest trap. Many people (and models) think 'if 98 random doors happened to show goats, surely door 57 is special' — but this reasoning is wrong. The random opening creates a survivorship bias that EQUALLY affects both remaining doors. Models that say switching is ~99/100 in the random 100-door variant are applying the wrong intuition.","C, O, S",I
FINAL-B18,Mathematics & Logic,B,E_SelfCorrecting,expert,game-theory-trap,The Prisoner's Dilemma That Isn't — When the Payoff Matrix Hides the Real Game,"Two companies are competing for a government contract. Each can bid High ($100M) or Low ($70M). The government awards to the lowest bidder. If tied, they split the contract.

Apparent payoff matrix (profit in $M):
            Company B: High    Company B: Low
A: High      (15, 15)          (0, 10)
A: Low       (10, 0)           (5, 5)

Step 1: Analyze this as a standard game. Find Nash equilibria. Is this a Prisoner's Dilemma? State your analysis and confidence.

Step 2: Now consider that this contract repeats annually for 10 years. How does repetition change the strategic landscape? Apply the folk theorem.

Step 3: Now add that Company A has 60% market share and Company B has 40%. Company B is considering a Low bid to gain market share, knowing that if they win this contract, their reputation improves for future contracts outside this game.

Revise your analysis. Is the payoff matrix you started with even the REAL game?

Tasks:
1. Show your reasoning at each step.
2. At Step 3, identify what was MISSING from your Step 1 analysis.
3. What is the ACTUAL game being played (not the apparent one)?
4. Explicitly backtrack any claims from Step 1 that no longer hold.
5. State confidence at each stage.","Step 1: This IS a Prisoner's Dilemma (Low is dominant, but mutual High is better for both). Nash equilibrium: (Low, Low). Step 2: Repeated game enables cooperation via tit-for-tat or grim trigger. Step 3: Major pivot — B's payoff includes EXTERNAL reputation value not captured in the matrix. The 'real' game has different payoffs than stated. Must backtrack the Step 1 analysis.","The initial payoff matrix is a MISREPRESENTATION of the real strategic situation because it omits reputation effects, future contracts, and market share dynamics. Models that accept the given payoffs at face value and never question the matrix itself miss the key insight: in real strategic interactions, the payoff matrix is itself uncertain and often wrong.","O, C, S",
FINAL-B19,War & Security,B,E_SelfCorrecting,expert,cyber-attribution,Cyber Attack Attribution — When Every Clue Points in the Wrong Direction,"A critical infrastructure facility (power grid) suffers a sophisticated cyber attack. Initial forensic analysis:

Evidence 1: Malware contains Mandarin comments in the code.
Evidence 2: Command & Control servers are located in IP ranges registered to a Chinese telecom.
Evidence 3: The attack occurred during Beijing business hours (9 AM - 5 PM CST).
Evidence 4: The malware uses a technique previously attributed to APT41 (Chinese state-linked group).

Step 1: Based on this evidence, assess the likely attacker. State confidence.

Step 2: Now consider:
- Mandarin comments can be deliberately planted (false flag)
- C2 servers can be routed through any country via VPN/proxies
- Timing can be manipulated by scheduling attack execution
- APT41 tools have been leaked and are available on dark web forums

Reassess. How much does each piece of evidence actually tell you?

Step 3: A counterintelligence assessment suggests a sophisticated adversary (Russia, specifically) has been conducting false-flag operations designed to look Chinese, to strain China-US relations.

Tasks:
1. Walk through your reasoning at each step with explicit confidence changes.
2. Rank the four pieces of evidence by actual diagnostic value after Step 2.
3. Is definitive attribution even POSSIBLE in cyberspace? What would constitute proof?
4. If you must make a policy decision (retaliate or not) with current evidence, what do you recommend?
5. State confidence at each stage.",Step 1 should point to China with moderate confidence. Step 2 should drastically reduce confidence in EACH indicator. Step 3 should introduce the false-flag hypothesis. Should rank evidence: all four have LOW diagnostic value after considering false-flag capability. Should conclude that definitive attribution in cyberspace is extremely difficult and policy response should NOT be based on technical attribution alone.,"Every piece of evidence individually is easily spoofable, but models that see FOUR pieces all pointing the same direction tend to increase confidence (conjunction fallacy). The trap is that a sophisticated false-flag operation would plant ALL four indicators consistently — the consistency IS the red flag, not the confirmation.","O, C, S",
FINAL-B20,War & Security,B,F_ExpertPanel,expert,counterinsurgency-debate,"Three Doctrines of Counterinsurgency — Each Successful Somewhere, Each Failed Somewhere","Three counterinsurgency (COIN) doctrines are evaluated:

1. **Population-Centric** (David Galula, FM 3-24): Win hearts and minds. Protect the population, provide services, separate insurgents from their support base. Success: Malaya (1948-60). Failure: Afghanistan (2001-2021).

2. **Enemy-Centric** (Israeli model): Aggressive targeting of insurgent leadership and networks. Decapitation strategy. Success: Israel vs. PLO in Lebanon. Failure: creates new recruits faster than eliminating existing ones.

3. **Governance-Centric** (Political solution): Address root causes — corruption, inequality, ethnic marginalization. COIN is 80% political, 20% military. Success: Colombia FARC negotiations. Failure: requires a legitimate government partner that often doesn't exist.

Tasks:
1. Present each doctrine's strongest theoretical and empirical case.
2. Identify WHY each succeeded where it did and failed where it did — the specific contextual factors.
3. Extract the COMMON factor that all successful COIN operations share (regardless of doctrine).
4. Is COIN doctrine even the right frame? Should we question the premise of counterinsurgency itself?
5. A fourth perspective: the insurgency IS the legitimate political movement and the government is the problem. When should outside powers accept this?
6. State confidence.","Each doctrine's success depended on specific local conditions: Malaya had a clear ethnic distinction, Israel had intelligence superiority, Colombia had war-weariness on both sides. Common factor in successful COIN: time + political will + local legitimacy. Should engage seriously with the fourth perspective rather than dismissing it. Should note that COIN doctrine assumes the government is legitimate — this premise itself may be the problem.","The 'common success factor' seems like it should be a tactical element, but the actual common factor is TIME — all successful COIN operations took decades. The US failure in Afghanistan was partly a failure to commit to 40-50 year timeline. Models that identify a tactical common factor miss the structural one.","T, I, C, O, S",
FINAL-B21,Art,B,H_DecisionUnderUncertainty,expert,cultural-preservation,The Museum's Dilemma — Repatriation vs. Preservation Under Uncertainty,"A major European museum holds the Benin Bronzes (looted from Nigeria in 1897). Nigeria requests repatriation. The museum faces a decision under uncertainty:

Arguments FOR repatriation:
- Moral: The bronzes were taken by violent colonial force
- Legal: International conventions support return of looted cultural property
- Cultural: The bronzes are central to Edo cultural identity

Arguments AGAINST (or for delay):
- Nigeria's political instability creates risk of damage/destruction (probability assessment: 15-25% over 20 years)
- The museum provides global access (1.5M visitors/year vs. estimated 50K in Nigeria)
- Setting precedent could empty major Western museums

Complication: The Nigerian government has recently built a state-of-the-art museum in Benin City specifically for these bronzes. However, there have been reports of corruption in the project, and it's unclear if climate control systems meet conservation standards.

Tasks:
1. Construct a decision matrix with at least 4 criteria, weighted by ethical importance.
2. Apply minimax regret: which decision minimizes the worst-case outcome?
3. Is there a middle path (partial return, loans, replicas) that reduces risk?
4. Address: WHO has the right to make this decision? The museum? The UK government? Nigeria? The Edo people specifically?
5. The deeper question: does the risk of damage justify retaining stolen property? Apply this logic to other domains to test its consistency.
6. State confidence.","Decision matrix should weight moral/legal arguments heavily. Minimax regret likely favors conditional repatriation (return with conservation support agreements). Should note that the 'preservation' argument was historically used to justify colonialism itself. The consistency test (Task 5) should reveal: we wouldn't accept 'I'll take better care of it' as justification for stealing a neighbor's property, so why for cultural property?","The 'preservation risk' argument appears reasonable but contains a colonial assumption: that Nigerians cannot be trusted to care for their own heritage. The new museum in Benin City directly addresses this, yet the 'corruption' concern shifts the goalposts. Models that take the preservation argument at face value without examining its colonial lineage fall for the trap.","T, I, O, S",C
FINAL-B22,Art,B,G_PivotDetection,expert,aesthetic-valuation,The Forgery That's Better Than the Original — When Artistic Value Defies Authenticity,"In 1937, Han van Meegeren sold a painting attributed to Vermeer ('Christ at Emmaus') for the equivalent of $30M in today's money. Leading art experts praised it as Vermeer's masterpiece. Abraham Bredius, the foremost Vermeer scholar, called it 'the masterpiece of Johannes Vermeer.'

After WWII, van Meegeren was arrested for selling Dutch cultural heritage to the Nazis. To avoid treason charges, he confessed to forgery and proved it by painting another 'Vermeer' in police custody.

Tasks:
1. Before the revelation, the painting produced genuine aesthetic experiences in millions of viewers. Did the revelation CHANGE the painting's aesthetic value, or only our knowledge about it?
2. If two paintings are visually IDENTICAL — one by Vermeer, one by van Meegeren — and they produce the same aesthetic experience, what justifies the 1000x price difference?
3. Identify the specific art-historical conditions in 1937 that made experts WANT to believe this was a genuine Vermeer. (This is the pivot: expert judgment was shaped by desire, not just evidence.)
4. Apply this analysis to AI art: if an AI produces a painting visually identical to a human masterpiece, does the van Meegeren case support or undermine AI art's value?
5. What does this case reveal about the nature of expertise in subjective domains?
6. State confidence.",Should engage with the Formalist position (visual identity = same value) vs. Historicist position (context matters). The 1937 conditions: experts wanted a 'religious Vermeer' to counter the narrative of the Dutch Golden Age as purely secular. Van Meegeren exploited this bias. The AI parallel is complex — van Meegeren HAD artistic skill but used it deceptively. Should distinguish deception (van Meegeren) from non-deception (AI labeled as AI).,"The obvious conclusion is 'authenticity matters to art value.' But the pivot is WHY the experts were fooled — not because the forgery was perfect (it wasn't — later analysis shows obvious differences from Vermeer's technique) but because the experts WANTED it to be real. The failure was motivational, not perceptual. Models that focus on detection technology miss the human bias angle.","T, O, S",I
